unix,date,symbol,open,high,low,close,Volume ETH,Volume USD
1550973600,2019-02-24 02:00:00,ETH/USD,158.98,163.87,158.78,163.87,1057710.25,6535.69
1550988000,2019-02-24 06:00:00,ETH/USD,163.78,164.63,163.39,163.99,184180.89,1123.64
1551002400,2019-02-24 10:00:00,ETH/USD,162.4,163.18,162.39,162.97,545904.97,3354.69
1551016800,2019-02-24 14:00:00,ETH/USD,159.82,160.07,134.96,139.75,4937978.7,34608.48
1551031200,2019-02-24 18:00:00,ETH/USD,138.23,139.5,137.53,138.75,605122.55,4373.35
1551045600,2019-02-24 22:00:00,ETH/USD,138.9,138.94,136.43,137.64,570172.16,4145.51
1551060000,2019-02-25 02:00:00,ETH/USD,135.38,137.66,134.85,137.37,256821.57,1883.59
1551074400,2019-02-25 06:00:00,ETH/USD,137.56,138.45,136.8,137.17,183339.53,1331.17
1551088800,2019-02-25 10:00:00,ETH/USD,136.67,137.32,134.2,136.15,625043.43,4604.01
1551103200,2019-02-25 14:00:00,ETH/USD,137.7,137.7,134.99,136.31,797126.47,5858.4
1551117600,2019-02-25 18:00:00,ETH/USD,138.52,140.96,138.52,140.28,641237.07,4583.08
1551132000,2019-02-25 22:00:00,ETH/USD,135.76,138.91,135.76,138.47,182154.99,1327.9
1551146400,2019-02-26 02:00:00,ETH/USD,137.47,138.07,137.24,137.27,101218.52,734.93
1551160800,2019-02-26 06:00:00,ETH/USD,136.29,136.53,134.94,135.58,579103.84,4271.72
1551175200,2019-02-26 10:00:00,ETH/USD,135.61,136.77,135.41,136.04,335855.58,2464.17
1551189600,2019-02-26 14:00:00,ETH/USD,135.23,136.53,134.69,136.36,206401.29,1521.49
1551204000,2019-02-26 18:00:00,ETH/USD,135.07,135.5,133.92,134.34,163051.5,1209.69
1551218400,2019-02-26 22:00:00,ETH/USD,134.81,136.0,134.79,135.71,73348.81,541.76
1551232800,2019-02-27 02:00:00,ETH/USD,134.48,135.73,134.48,135.09,63420.49,468.22
1551247200,2019-02-27 06:00:00,ETH/USD,135.75,135.97,135.2,135.61,195448.92,1443.5
1551261600,2019-02-27 10:00:00,ETH/USD,137.53,137.81,137.35,137.4,376141.43,2732.89
1551276000,2019-02-27 14:00:00,ETH/USD,139.19,139.19,135.28,137.04,584845.04,4264.5
1551290400,2019-02-27 18:00:00,ETH/USD,136.58,136.58,135.43,135.47,407027.35,2990.64
1551304800,2019-02-27 22:00:00,ETH/USD,130.94,131.72,130.1,131.72,171359.56,1311.38
1551319200,2019-02-28 02:00:00,ETH/USD,136.42,136.6,134.85,135.31,157819.3,1164.2
1551333600,2019-02-28 06:00:00,ETH/USD,136.17,136.17,135.0,135.25,137450.89,1013.99
1551348000,2019-02-28 10:00:00,ETH/USD,135.98,136.32,135.5,135.88,259131.92,1907.92
1551362400,2019-02-28 14:00:00,ETH/USD,135.86,136.73,135.78,136.39,133065.79,976.95
1551376800,2019-02-28 18:00:00,ETH/USD,135.05,136.44,134.26,136.08,271085.86,2003.94
1551391200,2019-02-28 22:00:00,ETH/USD,135.06,135.19,133.95,134.5,58714.41,436.97
1551405600,2019-03-01 02:00:00,ETH/USD,135.09,135.15,134.85,134.93,8623.98,63.91
1551420000,2019-03-01 06:00:00,ETH/USD,135.57,135.75,135.2,135.27,66187.58,488.98
1551434400,2019-03-01 10:00:00,ETH/USD,135.4,135.62,135.08,135.34,91523.19,676.17
1551448800,2019-03-01 14:00:00,ETH/USD,135.08,135.24,134.8,135.18,132195.73,979.48
1551463200,2019-03-01 18:00:00,ETH/USD,136.76,136.92,135.97,136.49,195065.74,1429.87
1551477600,2019-03-01 22:00:00,ETH/USD,136.08,136.73,134.31,135.25,376086.22,2774.81
1551492000,2019-03-02 02:00:00,ETH/USD,135.03,135.06,134.83,134.93,77643.06,575.49
1551506400,2019-03-02 06:00:00,ETH/USD,133.66,133.9,133.24,133.57,22358.09,167.47
1551520800,2019-03-02 10:00:00,ETH/USD,131.88,132.81,131.51,132.74,237830.28,1801.84
1551535200,2019-03-02 14:00:00,ETH/USD,132.6,133.01,131.98,132.6,125887.24,950.25
1551549600,2019-03-02 18:00:00,ETH/USD,130.23,131.73,130.0,131.3,117736.51,899.22
1551564000,2019-03-02 22:00:00,ETH/USD,132.32,132.55,130.98,131.78,67758.4,514.83
1551578400,2019-03-03 02:00:00,ETH/USD,133.56,134.0,132.39,133.07,2971.26197025,395385.8303811674
1551592800,2019-03-03 06:00:00,ETH/USD,133.29,133.54,133.03,133.2,45.14998407,6013.977878124
1551607200,2019-03-03 10:00:00,ETH/USD,133.32,133.43,133.03,133.18,25.03389903,3334.0146728154004
1551621600,2019-03-03 14:00:00,ETH/USD,132.17,132.2,131.32,131.38,1274.93476472,167500.9293889136
1551636000,2019-03-03 18:00:00,ETH/USD,131.0,131.2,130.77,130.85,192.2760566,25159.32200611
1551650400,2019-03-03 22:00:00,ETH/USD,130.59,131.0,130.11,130.11,537.16316867,69890.29987565371
1551664800,2019-03-04 02:00:00,ETH/USD,129.7,129.7,128.18,128.18,361.25664965,46305.877352137
1551679200,2019-03-04 06:00:00,ETH/USD,126.94,127.17,126.46,126.96,927.75115646,117787.2868241616
1551693600,2019-03-04 10:00:00,ETH/USD,124.45,125.04,122.52,124.13,5924.9302688,735461.594266144
1551708000,2019-03-04 14:00:00,ETH/USD,124.66,125.67,124.65,125.47,1894.00120465,237640.3311474355
1551722400,2019-03-04 18:00:00,ETH/USD,125.5,125.62,124.93,125.23,632.10037793,79157.93032817391
1551736800,2019-03-04 22:00:00,ETH/USD,125.49,125.98,124.76,124.93,2414.40363087,301631.4456045891
1551751200,2019-03-05 02:00:00,ETH/USD,125.2,125.29,124.75,124.77,458.96471694,57265.0277326038
1551765600,2019-03-05 06:00:00,ETH/USD,125.7,126.83,125.7,126.26,664.52012981,83902.3115898106
1551780000,2019-03-05 10:00:00,ETH/USD,127.61,127.82,127.06,127.4,491.68751024,62640.988804576
1551794400,2019-03-05 14:00:00,ETH/USD,134.41,134.49,132.0,133.12,4865.15692716,647649.6901435392
1551808800,2019-03-05 18:00:00,ETH/USD,136.19,136.36,134.88,135.62,1183.27090418,160475.2000248916
1551823200,2019-03-05 22:00:00,ETH/USD,135.01,135.7,134.46,135.1,591.59729299,79924.794282949
1551837600,2019-03-06 02:00:00,ETH/USD,135.06,135.7,134.94,135.67,189.03395778,25646.2370520126
1551852000,2019-03-06 06:00:00,ETH/USD,134.94,137.06,134.8,136.81,2057.14389623,281437.8564432263
1551866400,2019-03-06 10:00:00,ETH/USD,137.22,140.13,136.08,136.92,7199.07040536,985696.7199018912
1551880800,2019-03-06 14:00:00,ETH/USD,136.45,136.46,135.0,136.32,1515.5627233,206601.510440256
1551895200,2019-03-06 18:00:00,ETH/USD,136.41,136.72,135.88,136.64,576.21494709,78734.0103703776
1551909600,2019-03-06 22:00:00,ETH/USD,136.45,137.6,136.28,137.34,992.70190197,136337.6792165598
1551924000,2019-03-07 02:00:00,ETH/USD,137.75,138.4,137.51,138.27,774.90956829,107146.7460074583
1551938400,2019-03-07 06:00:00,ETH/USD,137.33,137.46,136.16,137.15,1259.01924459,172674.4893955185
1551952800,2019-03-07 10:00:00,ETH/USD,136.18,136.36,134.65,135.6,3469.31361036,470438.925564816
1551967200,2019-03-07 14:00:00,ETH/USD,136.45,137.14,135.46,137.08,2539.77472184,348152.31886982726
1551981600,2019-03-07 18:00:00,ETH/USD,136.67,137.08,136.24,137.08,246.00177413,33721.923197740405
1551996000,2019-03-07 22:00:00,ETH/USD,137.54,137.91,136.64,136.92,838.13648434,114757.6474358328
1552010400,2019-03-08 02:00:00,ETH/USD,135.64,135.95,135.47,135.72,119.59143132,16230.9490587504
1552024800,2019-03-08 06:00:00,ETH/USD,136.29,137.4,136.01,136.1,2921.47839851,397613.21003721096
1552039200,2019-03-08 10:00:00,ETH/USD,135.25,136.19,135.25,135.99,345.68658796,47009.9190966804
1552053600,2019-03-08 14:00:00,ETH/USD,136.27,137.0,135.88,136.69,736.02972444,100607.9030337036
1552068000,2019-03-08 18:00:00,ETH/USD,136.0,136.21,135.76,135.85,770.54391451,104678.3907861835
1552082400,2019-03-08 22:00:00,ETH/USD,135.22,135.22,128.85,131.82,11409.57582254,1504010.2849272229
1552096800,2019-03-09 02:00:00,ETH/USD,133.68,133.79,133.2,133.79,425.42152029,56917.14519959909
1552111200,2019-03-09 06:00:00,ETH/USD,134.43,137.13,134.35,136.51,3009.99712325,410894.7072948575
1552125600,2019-03-09 10:00:00,ETH/USD,136.95,137.32,136.33,136.33,1584.79823078,216055.5428022374
1552140000,2019-03-09 14:00:00,ETH/USD,136.19,138.0,135.95,137.17,2719.42850702,373024.0083079333
1552154400,2019-03-09 18:00:00,ETH/USD,135.71,136.68,135.71,136.31,1424.52635449,194177.1873805319
1552168800,2019-03-09 22:00:00,ETH/USD,135.53,136.04,135.16,136.0,520.93213372,70846.77018592
1552183200,2019-03-10 02:00:00,ETH/USD,136.53,136.66,135.77,135.82,241.20404362,32760.3332044684
1552197600,2019-03-10 06:00:00,ETH/USD,135.0,135.29,133.62,134.41,1838.70833727,247140.78761246067
1552212000,2019-03-10 10:00:00,ETH/USD,134.34,134.96,134.17,134.72,333.57414607,44939.1089585504
1552226400,2019-03-10 14:00:00,ETH/USD,134.33,135.0,134.33,134.62,1921.92960042,258730.1628085404
1552240800,2019-03-10 18:00:00,ETH/USD,134.32,134.68,134.01,134.01,112.85351365,15123.4993642365
1552255200,2019-03-10 22:00:00,ETH/USD,135.2,135.59,134.86,135.4,867.72127167,117489.460184118
1552269600,2019-03-11 02:00:00,ETH/USD,135.1,135.33,135.0,135.08,71.52655662,9661.8072682296
1552284000,2019-03-11 06:00:00,ETH/USD,133.05,133.59,132.62,133.38,2231.73754649,297669.1539508362
1552298400,2019-03-11 10:00:00,ETH/USD,133.24,133.37,131.65,131.97,10903.13068741,1438886.1568174977
1552312800,2019-03-11 14:00:00,ETH/USD,131.64,131.83,130.71,131.3,700.48880656,91974.180301328
1552327200,2019-03-11 18:00:00,ETH/USD,131.59,132.32,131.59,132.1,1082.61517991,143013.465266111
1552341600,2019-03-11 22:00:00,ETH/USD,132.48,133.68,132.48,132.5,1006.88733589,133412.572005425
1552356000,2019-03-12 02:00:00,ETH/USD,131.03,131.03,129.18,129.89,2423.08576943,314734.61059126264
1552370400,2019-03-12 06:00:00,ETH/USD,129.28,129.65,129.15,129.65,1585.84636821,205604.9816384265
1552384800,2019-03-12 10:00:00,ETH/USD,133.27,133.7,132.7,132.84,7023.93543901,933059.5837180885
1552399200,2019-03-12 14:00:00,ETH/USD,133.11,133.15,132.37,132.89,974.18840586,129459.8972547354
1552413600,2019-03-12 18:00:00,ETH/USD,132.08,132.2,131.38,131.66,924.10686395,121667.909707657
1552428000,2019-03-12 22:00:00,ETH/USD,132.18,132.95,132.11,132.95,1200.57491869,159616.43543983548
1552442400,2019-03-13 02:00:00,ETH/USD,131.95,132.14,131.95,131.97,74.35329339,9812.4041286783
1552456800,2019-03-13 06:00:00,ETH/USD,131.61,131.72,130.7,131.06,777.37221667,101882.4027167702
1552471200,2019-03-13 10:00:00,ETH/USD,130.74,131.09,130.12,130.76,658.54247523,86111.0140610748
1552485600,2019-03-13 14:00:00,ETH/USD,131.88,132.0,130.9,131.25,1198.21494127,157265.7110416875
1552500000,2019-03-13 18:00:00,ETH/USD,131.26,131.39,131.1,131.37,284.55764169,37382.33738881531
1552514400,2019-03-13 22:00:00,ETH/USD,130.63,131.29,130.62,131.1,517.67948543,67867.780539873
1552528800,2019-03-14 02:00:00,ETH/USD,131.81,131.89,131.45,131.54,352.06166105,46310.190894517
1552543200,2019-03-14 06:00:00,ETH/USD,131.21,131.27,130.69,131.0,112.42869001,14728.15839131
1552557600,2019-03-14 10:00:00,ETH/USD,130.91,131.33,130.91,131.13,93.52299344,12263.6701297872
1552572000,2019-03-14 14:00:00,ETH/USD,130.97,135.08,128.66,131.23,13463.59270184,1766827.270262463
1552586400,2019-03-14 18:00:00,ETH/USD,131.45,131.52,131.15,131.36,1178.38293462,154792.38229168323
1552600800,2019-03-14 22:00:00,ETH/USD,131.32,131.6,131.21,131.42,252.5777483,33193.767681586
1552615200,2019-03-15 02:00:00,ETH/USD,132.7,132.8,132.22,132.34,85.96689193,11376.8584780162
1552629600,2019-03-15 06:00:00,ETH/USD,132.49,133.05,132.4,132.6,1404.9036736,186290.22711936
1552644000,2019-03-15 10:00:00,ETH/USD,132.56,133.48,132.38,132.8,3454.57087559,458767.0122783521
1552658400,2019-03-15 14:00:00,ETH/USD,133.69,134.9,133.68,134.31,4960.7326926,666276.007943106
1552672800,2019-03-15 18:00:00,ETH/USD,136.17,136.33,135.54,136.1,1181.29009332,160773.581700852
1552687200,2019-03-15 22:00:00,ETH/USD,135.43,135.8,134.79,135.08,917.75162016,123969.88885121282
1552701600,2019-03-16 02:00:00,ETH/USD,138.52,138.61,137.83,138.0,1092.52393423,150768.30292373998
1552716000,2019-03-16 06:00:00,ETH/USD,141.4,142.5,141.0,141.66,2400.49040278,340053.47045781475
1552730400,2019-03-16 10:00:00,ETH/USD,141.81,142.3,141.59,141.59,1256.15531044,177859.0304051996
1552744800,2019-03-16 14:00:00,ETH/USD,139.82,140.35,139.54,140.19,1567.62334054,219765.1161103026
1552759200,2019-03-16 18:00:00,ETH/USD,140.21,140.21,139.59,139.94,408.34809153,57144.2319287082
1552773600,2019-03-16 22:00:00,ETH/USD,140.5,140.7,140.12,140.47,391.82981959,55040.3347578073
1552788000,2019-03-17 02:00:00,ETH/USD,137.88,138.11,136.6,136.88,1374.28130169,188111.6245753272
1552802400,2019-03-17 06:00:00,ETH/USD,137.78,138.0,137.57,138.0,93.889189,12956.708082
1552816800,2019-03-17 10:00:00,ETH/USD,137.74,138.69,137.74,138.4,655.92571086,90780.118383024
1552831200,2019-03-17 14:00:00,ETH/USD,138.39,139.69,138.22,138.82,1326.2357572,184108.047814504
1552845600,2019-03-17 18:00:00,ETH/USD,137.98,138.36,137.96,138.2,654.044945,90389.011399
1552860000,2019-03-17 22:00:00,ETH/USD,138.65,139.0,138.1,138.2,1507.53015195,208340.66699949
1552874400,2019-03-18 02:00:00,ETH/USD,140.03,140.33,139.63,140.06,726.89192302,101808.4827381812
1552888800,2019-03-18 06:00:00,ETH/USD,136.03,137.35,135.71,136.99,1023.09779567,140154.1670288333
1552903200,2019-03-18 10:00:00,ETH/USD,136.96,137.13,136.23,136.49,8795.85088245,1200545.686945601
1552917600,2019-03-18 14:00:00,ETH/USD,136.76,136.8,136.33,136.55,670.1471739,91508.596596045
1552932000,2019-03-18 18:00:00,ETH/USD,136.97,137.25,136.84,137.13,473.51011116,64932.4415433708
1552946400,2019-03-18 22:00:00,ETH/USD,137.31,137.5,137.17,137.41,365.625504,50240.60050464
1552960800,2019-03-19 02:00:00,ETH/USD,137.62,137.94,137.5,137.69,583.14006248,80292.5552028712
1552975200,2019-03-19 06:00:00,ETH/USD,136.87,137.13,136.6,136.6,359.68370843,49132.794571538005
1552989600,2019-03-19 10:00:00,ETH/USD,137.68,138.03,137.25,137.59,1366.79989893,188057.9980937787
1553004000,2019-03-19 14:00:00,ETH/USD,136.95,138.26,136.81,137.36,974.7993075,133898.43287820002
1553018400,2019-03-19 18:00:00,ETH/USD,137.66,137.87,137.43,137.57,640.59498726,88126.65239735821
1553032800,2019-03-19 22:00:00,ETH/USD,137.47,137.98,137.29,137.59,218.76374042,30099.703044387803
1553047200,2019-03-20 02:00:00,ETH/USD,136.89,137.16,136.82,137.16,102.98369364,14125.2434196624
1553061600,2019-03-20 06:00:00,ETH/USD,137.15,137.17,136.62,136.96,1772.35246038,242741.3929736448
1553076000,2019-03-20 10:00:00,ETH/USD,135.39,137.85,135.26,137.17,3309.42114463,453953.298408897
1553090400,2019-03-20 14:00:00,ETH/USD,137.49,137.81,137.34,137.66,368.00159167,50659.0991092922
1553104800,2019-03-20 18:00:00,ETH/USD,137.2,137.74,137.2,137.52,276.82814399,38069.4063615048
1553119200,2019-03-20 22:00:00,ETH/USD,137.9,139.31,137.88,138.98,3352.8681157,465981.610719986
1553133600,2019-03-21 02:00:00,ETH/USD,138.27,138.48,138.23,138.41,108.0060032,14949.110902912
1553148000,2019-03-21 06:00:00,ETH/USD,138.27,138.58,138.27,138.46,178.03942739,24651.3391164194
1553162400,2019-03-21 10:00:00,ETH/USD,138.31,138.38,138.04,138.07,2123.26807089,293159.6225477823
1553176800,2019-03-21 14:00:00,ETH/USD,137.23,137.4,132.0,132.48,7760.99007362,1028175.9649531776
1553191200,2019-03-21 18:00:00,ETH/USD,134.58,134.58,134.21,134.47,432.3211189,58134.220858483
1553205600,2019-03-21 22:00:00,ETH/USD,135.33,135.68,134.66,134.93,459.73287033,62031.756193626905
1553220000,2019-03-22 02:00:00,ETH/USD,134.47,135.06,134.47,134.66,402.47686003,54197.5339716398
1553234400,2019-03-22 06:00:00,ETH/USD,134.79,134.88,134.6,134.88,25.68383133,3464.2351697904
1553248800,2019-03-22 10:00:00,ETH/USD,135.39,135.98,135.37,135.55,195.70422997,26527.708372433503
1553263200,2019-03-22 14:00:00,ETH/USD,136.31,136.74,136.15,136.7,585.10493357,79983.84441901899
1553277600,2019-03-22 18:00:00,ETH/USD,136.7,136.85,136.52,136.52,132.68871529,18114.6634113908
1553292000,2019-03-22 22:00:00,ETH/USD,136.11,136.11,135.7,135.8,98.76664435,13412.510302730005
1553306400,2019-03-23 02:00:00,ETH/USD,135.94,136.76,135.86,136.76,394.68463873,53977.0711927148
1553320800,2019-03-23 06:00:00,ETH/USD,136.7,137.39,136.7,137.08,1483.35499495,203338.302707746
1553335200,2019-03-23 10:00:00,ETH/USD,137.44,137.51,135.99,136.52,1553.07422185,212025.692766962
1553349600,2019-03-23 14:00:00,ETH/USD,135.7,135.78,135.23,135.65,182.66937831,24779.1011677515
1553364000,2019-03-23 18:00:00,ETH/USD,136.02,136.18,135.66,136.18,192.09067509,26158.9081337562
1553378400,2019-03-23 22:00:00,ETH/USD,135.97,136.29,135.97,136.1,50.54406708,6879.047529588
1553392800,2019-03-24 02:00:00,ETH/USD,135.63,135.63,135.08,135.45,623.37392173,84435.99769832849
1553407200,2019-03-24 06:00:00,ETH/USD,135.59,135.7,135.25,135.62,115.03235441,15600.6879050842
1553421600,2019-03-24 10:00:00,ETH/USD,135.94,136.19,135.94,136.04,299.29200236,40715.6840010544
1553436000,2019-03-24 14:00:00,ETH/USD,136.1,136.2,135.82,136.08,406.61507716,55332.17969993281
1553450400,2019-03-24 18:00:00,ETH/USD,135.01,135.01,134.55,134.69,275.00181532,37039.9945054508
1553464800,2019-03-24 22:00:00,ETH/USD,135.07,135.76,134.98,135.33,1812.90762836,245340.7893459588
1553479200,2019-03-25 02:00:00,ETH/USD,135.53,136.25,135.53,135.6,806.43812332,109353.009522192
1553493600,2019-03-25 06:00:00,ETH/USD,135.45,135.68,135.29,135.64,199.71478248,27089.3130955872
1553508000,2019-03-25 10:00:00,ETH/USD,135.28,135.28,134.92,135.06,2561.99871576,346023.5465505456
1553522400,2019-03-25 14:00:00,ETH/USD,134.5,134.68,134.41,134.49,903.26276749,121479.80959973011
1553536800,2019-03-25 18:00:00,ETH/USD,133.09,133.21,131.4,131.76,2665.77958628,351243.11828825274
1553551200,2019-03-25 22:00:00,ETH/USD,131.84,133.4,131.83,133.07,2224.56271751,296022.56081905565
1553565600,2019-03-26 02:00:00,ETH/USD,133.34,133.61,133.3,133.61,670.23256607,89549.7731526127
1553580000,2019-03-26 06:00:00,ETH/USD,133.19,133.23,132.3,132.88,272.41243042,36198.1637542096
1553594400,2019-03-26 10:00:00,ETH/USD,133.05,133.05,132.69,132.78,3091.78915653,410527.76420405344
1553608800,2019-03-26 14:00:00,ETH/USD,131.53,132.87,131.52,132.57,4488.7863636,595078.408222452
1553623200,2019-03-26 18:00:00,ETH/USD,132.64,133.07,132.5,133.06,353.08548858,46981.5551104548
1553637600,2019-03-26 22:00:00,ETH/USD,132.64,133.2,132.64,133.08,108.91157081,14493.9518433948
1553652000,2019-03-27 02:00:00,ETH/USD,136.25,136.53,135.8,136.33,1038.22404113,141541.0835272529
1553666400,2019-03-27 06:00:00,ETH/USD,137.47,137.47,136.5,136.6,503.8696442,68828.59339771999
1553680800,2019-03-27 10:00:00,ETH/USD,136.89,138.4,136.82,138.08,3327.41226305,459449.0852819441
1553695200,2019-03-27 14:00:00,ETH/USD,137.74,138.03,137.51,137.78,752.8349052,103725.593238456
1553709600,2019-03-27 18:00:00,ETH/USD,137.68,137.96,137.43,137.5,197.73362752,27188.373784
1553724000,2019-03-27 22:00:00,ETH/USD,137.73,138.12,137.73,138.07,264.993371,36587.63473397
1553738400,2019-03-28 02:00:00,ETH/USD,138.17,138.4,137.98,138.4,77.44630496,10718.568606464
1553752800,2019-03-28 06:00:00,ETH/USD,137.72,137.91,137.49,137.57,168.59145053,23193.1258494121
1553767200,2019-03-28 10:00:00,ETH/USD,137.79,137.79,137.33,137.47,246.69169345,33912.7070985715
1553781600,2019-03-28 14:00:00,ETH/USD,137.77,138.03,137.52,137.92,1264.42045897,174388.8697011424
1553796000,2019-03-28 18:00:00,ETH/USD,137.3,137.65,137.04,137.42,544.59483292,74838.2219398664
1553810400,2019-03-28 22:00:00,ETH/USD,137.24,137.42,137.0,137.28,262.19426145,35994.028211856
1553824800,2019-03-29 02:00:00,ETH/USD,137.61,138.03,137.53,138.03,790.57888936,109123.6040983608
1553839200,2019-03-29 06:00:00,ETH/USD,137.17,137.37,137.07,137.36,63.91029142,8778.717629451201
1553853600,2019-03-29 10:00:00,ETH/USD,140.78,141.42,140.6,140.61,2988.33853257,420190.2810646677
1553868000,2019-03-29 14:00:00,ETH/USD,140.27,140.86,139.95,139.96,932.02769679,130446.59644272842
1553882400,2019-03-29 18:00:00,ETH/USD,140.65,141.0,140.3,140.82,614.41453938,86521.85543549158
1553896800,2019-03-29 22:00:00,ETH/USD,140.74,141.15,140.72,141.02,134.84425617,19015.7370050934
1553911200,2019-03-30 02:00:00,ETH/USD,145.0,145.0,143.7,144.12,5144.03376556,741358.1462925072
1553925600,2019-03-30 06:00:00,ETH/USD,142.66,142.66,141.84,141.84,851.46922814,120772.3953193776
1553940000,2019-03-30 10:00:00,ETH/USD,141.7,141.76,140.94,141.32,480.13264222,67852.34499853039
1553954400,2019-03-30 14:00:00,ETH/USD,141.65,142.0,141.2,141.67,470.51195629,66657.4288476043
1553968800,2019-03-30 18:00:00,ETH/USD,141.04,141.81,141.04,141.48,751.07923376,106262.6899923648
1553983200,2019-03-30 22:00:00,ETH/USD,141.74,141.94,141.53,141.9,246.9164641,35037.446255790004
1553997600,2019-03-31 02:00:00,ETH/USD,140.96,141.03,140.53,140.53,120.60269158,16948.2962477374
1554012000,2019-03-31 06:00:00,ETH/USD,140.61,140.66,140.36,140.54,81.03689089,11388.9246456806
1554026400,2019-03-31 10:00:00,ETH/USD,141.15,141.63,141.15,141.55,453.22568951,64154.096350140506
1554040800,2019-03-31 14:00:00,ETH/USD,141.16,141.57,140.95,141.57,124.44668455,17617.9171317435
1554055200,2019-03-31 18:00:00,ETH/USD,140.67,140.76,140.23,140.43,562.90312982,79048.48652062261
1554069600,2019-03-31 22:00:00,ETH/USD,140.61,141.21,140.61,141.17,79.83947425,11270.938579872498
1554084000,2019-04-01 02:00:00,ETH/USD,141.77,142.36,141.77,142.3,606.22477182,86265.785029986
1554098400,2019-04-01 06:00:00,ETH/USD,142.1,142.62,142.1,142.37,135.87042748,19343.8727603276
1554112800,2019-04-01 10:00:00,ETH/USD,141.93,142.0,141.25,141.33,3443.46592,486665.03847360006
1554127200,2019-04-01 14:00:00,ETH/USD,141.84,142.31,141.54,141.54,3654.77461353,517296.7987990361
1554141600,2019-04-01 18:00:00,ETH/USD,140.72,140.85,140.27,140.44,399.90556208,56162.7371385152
1554156000,2019-04-01 22:00:00,ETH/USD,140.95,141.67,140.94,141.55,222.35408331,31474.2204925305
1554170400,2019-04-02 02:00:00,ETH/USD,141.33,142.06,141.33,141.89,694.04534648,98478.0942120472
1554184800,2019-04-02 06:00:00,ETH/USD,149.81,151.44,148.53,150.83,7930.68133372,1196184.6655649878
1554199200,2019-04-02 10:00:00,ETH/USD,152.35,153.01,151.88,152.92,2349.58124741,359297.96435393713
1554213600,2019-04-02 14:00:00,ETH/USD,160.02,160.05,153.25,155.75,7751.98614571,1207371.8421943325
1554228000,2019-04-02 18:00:00,ETH/USD,155.81,158.3,155.8,158.17,3608.32308096,570728.4617154432
1554242400,2019-04-02 22:00:00,ETH/USD,160.32,163.0,160.0,162.9,1417.12637415,230849.886349035
1554256800,2019-04-03 02:00:00,ETH/USD,168.36,177.0,168.05,176.19,9717.32468351,1712095.435987627
1554271200,2019-04-03 06:00:00,ETH/USD,166.94,168.02,165.04,167.21,3943.19736218,659342.0309301178
1554285600,2019-04-03 10:00:00,ETH/USD,167.45,168.32,166.38,166.99,1956.12853238,326653.9036221362
1554300000,2019-04-03 14:00:00,ETH/USD,171.17,171.22,167.17,168.8,6770.83953973,1142917.714306424
1554314400,2019-04-03 18:00:00,ETH/USD,173.2,175.0,172.42,173.79,4397.74115179,764283.4347695841
1554328800,2019-04-03 22:00:00,ETH/USD,174.11,176.21,160.25,165.01,15598.42850808,2573896.688118281
1554343200,2019-04-04 02:00:00,ETH/USD,161.88,163.34,161.6,161.88,4938.08533195,799377.253536066
1554357600,2019-04-04 06:00:00,ETH/USD,162.88,164.32,162.39,163.15,2417.16035422,394359.711790993
1554372000,2019-04-04 10:00:00,ETH/USD,161.73,162.09,159.34,159.76,4483.94464467,716354.9964324792
1554386400,2019-04-04 14:00:00,ETH/USD,161.59,162.77,160.99,160.99,2885.77642457,464581.1465915243
1554400800,2019-04-04 18:00:00,ETH/USD,154.0,156.36,153.02,155.57,14999.14121381,2333416.3986324216
1554415200,2019-04-04 22:00:00,ETH/USD,158.91,159.34,156.91,157.25,689.66961516,108450.54698391
1554429600,2019-04-05 02:00:00,ETH/USD,157.95,158.4,156.99,158.16,791.77977255,125227.888826508
1554444000,2019-04-05 06:00:00,ETH/USD,163.8,164.41,162.49,162.53,1748.68072044,284213.0774931132
1554458400,2019-04-05 10:00:00,ETH/USD,163.43,164.38,163.12,163.73,2368.30763574,387763.00919971016
1554472800,2019-04-05 14:00:00,ETH/USD,164.57,165.3,162.09,162.79,5910.44464988,962161.2845539652
1554487200,2019-04-05 18:00:00,ETH/USD,164.71,165.47,163.0,163.77,1751.14080449,286784.32955132733
1554501600,2019-04-05 22:00:00,ETH/USD,163.58,166.16,163.58,166.13,1362.57863731,226365.1890163103
1554516000,2019-04-06 02:00:00,ETH/USD,163.92,164.37,163.38,164.24,108.34618197,17794.776926752802
1554530400,2019-04-06 06:00:00,ETH/USD,164.52,164.72,163.71,164.45,341.80788248,56210.306273836
1554544800,2019-04-06 10:00:00,ETH/USD,162.16,163.45,162.16,163.01,702.98769906,114594.02482377058
1554559200,2019-04-06 14:00:00,ETH/USD,163.82,165.67,163.8,165.67,1343.68401992,222608.1315801464
1554573600,2019-04-06 18:00:00,ETH/USD,166.81,169.24,166.69,168.76,1251.2526822,211161.402648072
1554588000,2019-04-06 22:00:00,ETH/USD,164.73,166.4,164.63,164.73,832.61242981,137156.24556260128
1554602400,2019-04-07 02:00:00,ETH/USD,165.13,167.54,165.13,167.06,285.14796067,47636.818309530194
1554616800,2019-04-07 06:00:00,ETH/USD,166.87,168.0,166.27,167.68,693.25806203,116245.5118411904
1554631200,2019-04-07 10:00:00,ETH/USD,166.9,168.24,166.9,167.37,1178.83173449,197301.06740159128
1554645600,2019-04-07 14:00:00,ETH/USD,168.56,168.6,166.9,167.17,449.80894263,75194.5609394571
